Date,Merchant,Category,Account,Original Statement,Notes,Amount,Tags,Owner
2026-03-03,Bill Payment,Transfer,Apple Card,Bill Payment,,3624.89,,Shared
2026-03-03,Uber,Restaurants & Bars,Apple Card,Uber,,-64.68,,Shared
2026-03-03,Point of Sale,Restaurants & Bars,Apple Cash,Point Of Sale,,-8.66,,Shared
2026-03-03,Deposit,Other Income,Apple Cash,Deposit,,0.13,,Shared
2026-03-03,Deposit,Other Income,Apple Cash,Deposit,,0.06,,Shared
2026-03-03,Uber,Taxi & Ride Shares,Apple Card,Uber *one Membership,,-9.99,,Shared
2026-03-02,Raising Cane's,Restaurants & Bars,Apple Card,Raising Cane's Chicken Fingers,,-18.15,,Shared
2026-03-02,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-22.63,,Shared
2026-03-02,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-300.00,,Shared
2026-03-02,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-03-02,Rocket Mortgage,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal ROCKET MORTGAGE LOAN,,-3735.85,,Shared
2026-03-02,Utility,Water,CASHBACK DEBIT (...3359),ACH Withdrawal PWSD UTILITY,,-106.66,,Shared
2026-03-02,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2219                 PARKER          CO,,-65.12,,Shared
2026-03-02,ServiceMac,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal SERVICEMAC PMT MTGE PAYMT,,-4813.80,,Shared
2026-03-02,Cashback,Other Income,CASHBACK DEBIT (...3359),Debit Card Cashback Bonus One-Time Redemption,,3.57,,Shared
2026-03-02,Safeway,Groceries,Apple Card,Safeway,,-6.64,,Shared
2026-03-02,Walmart,Groceries,Apple Card,Wm Supercenter #2892,,-6.13,,Shared
2026-03-01,Interest,Interest,Apple Card,Interest,,-16.75,,Shared
2026-03-01,Phillips 66,Gas,Apple Card,Phillips 66,,-64.63,,Shared
2026-02-28,Deposit,Other Income,Apple Cash,Deposit,,0.87,,Shared
2026-02-28,Bawarchi Bi,Restaurants & Bars,CASHBACK DEBIT (...3359),SQ *BAWARCHI BI,,-67.21,,Shared
2026-02-28,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-27.63,,Shared
2026-02-28,Taaza Mart,Groceries,Apple Card,Taaza Mart Denver,,-143.93,,Shared
2026-02-28,Ross Dress for Less,Shopping,Apple Card,Ross Stores,,-59.77,,Shared
2026-02-27,Sunbit,Loan Repayment,CASHBACK DEBIT (...3359),SUNBIT,,-793.05,,Shared
2026-02-27,Maverik,Gas,Apple Card,Maverik,,-43.30,,Shared
2026-02-27,Deposit,Other Income,Apple Cash,Deposit,,0.11,,Shared
2026-02-27,Deposit,Other Income,Apple Cash,Deposit,,0.06,,Shared
2026-02-27,Deposit,Other Income,Apple Cash,Deposit,,0.24,,Shared
2026-02-27,Maverik,Gas,Apple Card,Maverik #5413,,-43.30,,Shared
2026-02-27,Google,Advertising & Promotion,Apple Card,Google,,-24.14,,Shared
2026-02-27,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-10.78,,Shared
2026-02-26,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-1123.19,,Shared
2026-02-26,Starbucks,Restaurants & Bars,Apple Card,Starbucks 8007827282,,-35.00,,Shared
2026-02-26,King Soopers,Groceries,Apple Card,King Soopers,,-5.65,,Shared
2026-02-25,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3000.00,,Shared
2026-02-25,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,4580.00,,Shared
2026-02-25,Taco Bell,Restaurants & Bars,Apple Card,Taco Bell,,-7.52,,Shared
2026-02-25,Bill Payment,Transfer,Apple Card,Bill Payment,,1123.19,,Shared
2026-02-24,Deposit,Other Income,Apple Cash,Deposit,,0.93,,Shared
2026-02-24,Comcast,Internet & Cable,CASHBACK DEBIT (...3359),ACH Withdrawal COMCAST-XFINITY CABLE SVCS,,-50.59,,Shared
2026-02-23,Maverik,Gas,Apple Card,Maverik,,-46.32,,Shared
2026-02-23,Toyota,Auto Payment,CASHBACK DEBIT (...3359),ACH Withdrawal TOYOTA ACH RTL 02192026,,-1019.19,,Shared
2026-02-23,Deposit,Other Income,Apple Cash,Deposit,,0.92,,Shared
2026-02-23,Target,Shopping,Apple Card,Target,,-50.89,,Shared
2026-02-23,King Soopers,Groceries,Apple Card,King Soopers,,-92.12,,Shared
2026-02-22,Deposit,Other Income,Apple Cash,Deposit,,0.90,,Shared
2026-02-22,Deposit,Other Income,Apple Cash,Deposit,,0.82,,Shared
2026-02-22,Maverik,Gas,Apple Card,Maverik,,-40.91,,Shared
2026-02-22,Sport Clips,Personal,Apple Card,Sport Clips,,-45.00,,Shared
2026-02-20,Zelle,Transfer,CASHBACK DEBIT (...3359),Zelle Payment To ZAKIR MB41IYW6D,,-270.00,,Shared
2026-02-20,Deposit,Other Income,Apple Cash,Deposit,,1.02,,Shared
2026-02-19,Nutrition,Restaurants & Bars,CASHBACK DEBIT (...3359),DCSD NUTRITION,,-70.00,,Shared
2026-02-19,Phillips 66,Gas,Apple Card,Phillips 66,,-50.76,,Shared
2026-02-18,Raising Cane's,Restaurants & Bars,Apple Card,Raising Cane's Chicken Fingers,,-12.59,,Shared
2026-02-18,Apple,Shopping,Apple Card,Apple,,-2.04,,Shared
2026-02-18,Apple Services,Shopping,Apple Card,Apple Services,,-11.81,,Shared
2026-02-17,Circle K,Gas,Apple Card,Circlek#2709516,,-55.11,,Shared
2026-02-17,Check #166,Transfer,CASHBACK DEBIT (...3359),Check              166,,-520.00,,Shared
2026-02-17,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-978.07,,Shared
2026-02-17,Apple Services,Shopping,Apple Card,Apple Services,,-9.99,,Shared
2026-02-17,Circle K,Gas,Apple Card,Circlek#2709516,,-55.11,,Shared
2026-02-17,King Soopers,Groceries,Apple Card,King Soopers,,-123.76,,Shared
2026-02-16,Deposit,Other Income,Apple Cash,Deposit,,0.03,,Shared
2026-02-16,Deposit,Other Income,Apple Cash,Deposit,,0.81,,Shared
2026-02-16,Apple Services,Shopping,Apple Card,Apple Services,,-0.99,,Shared
2026-02-15,Phillips 66,Gas,Apple Card,Phillips 66,,-40.42,,Shared
2026-02-15,Deposit,Other Income,Apple Cash,Deposit,,2.63,,Shared
2026-02-14,Bill Payment,Transfer,Apple Card,Bill Payment,,21.93,,Shared
2026-02-14,Bill Payment,Transfer,Apple Card,Bill Payment,,978.07,,Shared
2026-02-14,Point of Sale,Shopping,Apple Cash,Point Of Sale,,-21.93,,Shared
2026-02-14,Deposit,Other Income,Apple Cash,Deposit,,0.26,,Shared
2026-02-14,Deposit,Other Income,Apple Cash,Deposit,,0.18,,Shared
2026-02-14,State Farm,Insurance,Apple Card,State Farm Insurance,,-262.80,,Shared
2026-02-14,Konark Grocers Store,Groceries,Apple Card,Konark Grocers Store,,-17.94,,Shared
2026-02-14,Walmart,Groceries,Apple Card,Wm Supercenter #2892,,-51.73,,Shared
2026-02-14,Taaza Mart Denver,Groceries,Apple Card,Taaza Mart Denver,,-70.03,,Shared
2026-02-14,Taaza Mart Holding,Groceries,Apple Card,Taaza Mart Holding,,-52.83,,Shared
2026-02-13,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3500.00,,Shared
2026-02-13,Costco,Shopping,CASHBACK DEBIT (...3359),COSTCO WHSE #10,,-156.50,,Shared
2026-02-13,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E 470 Express Tolls,,-26.20,,Shared
2026-02-13,Deposit,Other Income,Apple Cash,Deposit,,0.41,,Shared
2026-02-13,Deposit,Other Income,Apple Cash,Deposit,,0.15,,Shared
2026-02-13,Xcel Energy,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal XCEL ENERGY-PSCO XCELENERGY,,-307.70,,Shared
2026-02-13,Real Property Management,Other Income,CASHBACK DEBIT (...3359),ACH Deposit SIGONFILE From Real Property Ma,,2695.50,,Shared
2026-02-13,Desi Mandi,Restaurants & Bars,Apple Card,Desi Mandi,,-50.56,,Shared
2026-02-13,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-120.14,,Shared
2026-02-12,365 Retail Markets,Restaurants & Bars,Apple Card,365 Market K 888 432-3,,-2.15,,Shared
2026-02-12,Mobil,Gas,Apple Card,Mobil,,-40.98,,Shared
2026-02-12,ExxonMobil,Gas,Apple Card,Exxon Compark Convenie,,-15.17,,Shared
2026-02-11,Citi,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CITI CARD ONLINE PAYMENT,,-138.97,,Shared
2026-02-11,Natural Grocers,Groceries,Apple Card,Natural Grocers,,-70.62,,Shared
2026-02-10,Cashback,Other Income,CASHBACK DEBIT (...3359),Debit Card Cashback Bonus One-Time Redemption,,5.18,,Shared
2026-02-09,Phillips 66,Gas,Apple Card,Phillips 66 - Meridi,,-66.96,,Shared
2026-02-09,365 Retail Markets,Restaurants & Bars,Apple Card,365 Retail Markets Vending,,-1.25,,Shared
2026-02-09,Deposit,Other Income,Apple Cash,Deposit,,2.63,,Shared
2026-02-09,Deposit,Other Income,Apple Cash,Deposit,,1.22,,Shared
2026-02-09,Deposit,Other Income,Apple Cash,Deposit,,5.69,,Shared
2026-02-09,Taaza Mart,Groceries,Apple Card,Taaza Mart Denver,,-122.46,,Shared
2026-02-09,Walmart,Groceries,Apple Card,Walmart Supercenter,,-568.68,,Shared
2026-02-08,Target,Shopping,Apple Card,Target,,-23.96,,Shared
2026-02-08,Deposit,Other Income,Apple Cash,Deposit,,0.04,,Shared
2026-02-08,Deposit,Other Income,Apple Cash,Deposit,,0.50,,Shared
2026-02-08,Deposit,Other Income,Apple Cash,Deposit,,0.27,,Shared
2026-02-08,Deposit,Other Income,Apple Cash,Deposit,,0.42,,Shared
2026-02-08,Costco,Shopping,CASHBACK DEBIT (...3359),COSTCO WHSE #10,,-110.25,,Shared
2026-02-08,Amazon,Shopping,Apple Card,Amazon,,-262.77,,Shared
2026-02-07,Deposit,Other Income,Apple Cash,Deposit,,1.05,,Shared
2026-02-07,King Soopers,Groceries,Apple Card,King Soopers,,-4.31,,Shared
2026-02-07,King Soopers,Groceries,Apple Card,King Soopers,,-50.00,,Shared
2026-02-07,E Public Highway Authority,Parking & Tolls,Apple Card,E-470 Public Highway Authority,,-27.40,,Shared
2026-02-07,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-18.75,,Shared
2026-02-06,Deposit,Other Income,Apple Cash,Deposit,,1.81,,Shared
2026-02-06,Raising Cane's,Restaurants & Bars,Apple Card,Raising Canes 0304,,-20.87,,Shared
2026-02-06,7-Eleven,Gas,Apple Card,7-Eleven 39849,,-4.58,,Shared
2026-02-06,S&s,Gas,Apple Card,S&s #505,,-64.43,,Shared
2026-02-06,Paradise Tavern,Restaurants & Bars,Apple Card,Paradise Tavern -,,-52.34,,Shared
2026-02-05,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,1000.00,,Shared
2026-02-05,Uber Eats,Restaurants & Bars,Apple Card,Uber *eats,,-3.65,,Shared
2026-02-05,365 Retail Markets,Restaurants & Bars,Apple Card,365 Market K 888 432-3,,-2.15,,Shared
2026-02-05,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-23.20,,Shared
2026-02-05,Deposit,Other Income,Apple Cash,Deposit,,0.13,,Shared
2026-02-05,Bill Payment,Transfer,Apple Card,Bill Payment,,500.00,,Shared
2026-02-05,Apple,Shopping,Apple Card,Apple,,-4.19,,Shared
2026-02-04,Deposit,Other Income,Apple Cash,Deposit,,3.95,,Shared
2026-02-04,Deposit,Other Income,Apple Cash,Deposit,,0.75,,Shared
2026-02-04,Taaza Mart,Groceries,Apple Card,Taaza Mart,,-90.57,,Shared
2026-02-04,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2219                 PARKER          CO,,-89.92,,Shared
2026-02-03,Chase,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CHASE CREDIT CRD EPAY,,-705.62,,Shared
2026-02-03,Lexus of Greenwood Village,Auto Maintenance,Apple Card,Lexus of Greenwood Village,,-197.29,,Shared
2026-02-03,Circle K,Gas,Apple Card,Circle K,,-37.59,,Shared
2026-02-03,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-30.69,,Shared
2026-02-03,Uber,Taxi & Ride Shares,Apple Card,Uber *one Membership,,-9.99,,Shared
2026-02-03,Phillips 66,Gas,Apple Card,Phillips 66,,-60.76,,Shared
2026-02-02,Deposit,Other Income,Apple Cash,Deposit,,0.09,,Shared
2026-02-02,Xfinity,Internet & Cable,CASHBACK DEBIT (...3359),XFINITY MOBILE,,-19.79,,Shared
2026-02-02,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,200.00,,Shared
2026-02-02,ServiceMac,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal SERVICEMAC PMT MTGE PAYMT,,-4813.80,,Shared
2026-02-02,Utility,Water,CASHBACK DEBIT (...3359),ACH Withdrawal PWSD UTILITY,,-97.56,,Shared
2026-02-02,Mr. Cooper,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal NSM DBAMR.COOPER NSM DBAMR,,-3735.85,,Shared
2026-02-02,Apple,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal APPLECARD GSBANK PAYMENT,,-1682.39,,Shared
2026-02-02,Deposit,Other Income,Apple Cash,Deposit,,0.33,,Shared
2026-02-01,Interest,Interest,Apple Card,Interest,,-36.63,,Shared
2026-02-01,Apple,Shopping,Apple Card,Apple,,-2.99,,Shared
2026-02-01,Bill Payment,Transfer,Apple Card,Bill Payment,,1682.39,,Shared
2026-02-01,Zelle,Transfer,CASHBACK DEBIT (...3359),Zelle Payment To NESAMANI PAULRAJ 6B612KYOD,,-336.96,,Shared
2026-02-01,Zelle,Transfer,CASHBACK DEBIT (...3359),Zelle Payment To JETWIN MB51VKKOD,,-19.14,,Shared
2026-02-01,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,2000.00,,Shared
2026-01-31,Deposit,Other Income,Apple Cash,Deposit,,0.39,,Shared
2026-01-31,Walmart,Groceries,Apple Card,Walmart Supercenter,,-33.37,,Shared
2026-01-31,Sport Clips,Personal,Apple Card,Sport Clips - Co142 -,,-39.00,,Shared
2026-01-31,Bedazzled Nails & Bar,Personal,Apple Card,Bedazzled Nails & Bar,,-158.00,,Shared
2026-01-30,Sunbit,Loan Repayment,CASHBACK DEBIT (...3359),SUNBIT,,-793.05,,Shared
2026-01-30,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-30,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-30,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-100.00,,Shared
2026-01-30,Deposit,Other Income,Apple Cash,Deposit,,0.90,,Shared
2026-01-29,Check #164,Check,CASHBACK DEBIT (...3359),Check              164,,-175.00,,Shared
2026-01-29,Spruce Power Payments,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal Spruce Power 4 PAYMENTS,,-21.46,,Shared
2026-01-29,Conoco,Gas,Apple Card,Conoco,,-45.06,,Shared
2026-01-28,Walmart,Shopping,CASHBACK DEBIT (...3359),WM SUPERCENTER,,-182.45,,Shared
2026-01-28,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-21.43,,Shared
2026-01-28,Ilmakiagenyc Replenish,Shopping,Apple Card,Ilmakiagenyc*replenish,,-107.00,,Shared
2026-01-28,Deposit,Other Income,Apple Cash,Deposit,,0.76,,Shared
2026-01-28,Betterme Inc Mobapps,Entertainment & Recreation,Apple Card,Betterme Inc - Mobapps,,-94.85,,Shared
2026-01-27,Costco,Shopping,CASHBACK DEBIT (...3359),COSTCO WHSE #10,,-153.48,,Shared
2026-01-27,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-27,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-27,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,1500.00,,Shared
2026-01-27,Bank of America,Transfer,CASHBACK DEBIT (...3359),"ACH Deposit From Bank of America, NA",,1500.00,,Shared
2026-01-26,Shell,Gas,Apple Card,Shell,,-58.81,,Shared
2026-01-26,Apple Pay,Transfer,CASHBACK DEBIT (...3359),APPLE CASH SENT,,-21.48,,Shared
2026-01-26,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-75.79,,Shared
2026-01-26,365 Retail Markets,Restaurants & Bars,Apple Card,365 Market K 888 432-3,,-2.15,,Shared
2026-01-26,365 Retail Markets,Restaurants & Bars,Apple Card,365 Retail Markets Vending,,-1.25,,Shared
2026-01-26,Shell,Gas,Apple Card,Shell,,-58.81,,Shared
2026-01-26,Transfer,Transfer,Apple Cash,Transfer,,-35.00,,Shared
2026-01-26,Comcast,Internet & Cable,CASHBACK DEBIT (...3359),ACH Withdrawal COMCAST-XFINITY CABLE SVCS,,-50.59,,Shared
2026-01-25,Qrico Cravings,Groceries,Apple Card,Qrico Cravings,,-5.39,,Shared
2026-01-25,Special Occasion Wears,Clothing,Apple Card,Special Occasion Wears,,-75.70,,Shared
2026-01-25,I Scream Gelato,Restaurants & Bars,Apple Card,I Scream Gelato,,-7.60,,Shared
2026-01-25,Shanghai 360,Restaurants & Bars,Apple Card,Shanghai 360,,-14.44,,Shared
2026-01-25,Chipotle,Restaurants & Bars,Apple Card,Chipotle Mexican Grill,,-6.47,,Shared
2026-01-25,Wetzel's Pretzels,Restaurants & Bars,Apple Card,Wetzel's Pretzels,,-8.05,,Shared
2026-01-24,Deposit,Other Income,Apple Cash,Deposit,,0.62,,Shared
2026-01-23,Phillips 66,Gas,Apple Card,Phillips 66,,-30.88,,Shared
2026-01-23,Return,Transfer,CASHBACK DEBIT (...3359),Debit Return,,52.70,,Shared
2026-01-23,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-23.20,,Shared
2026-01-23,Deposit,Other Income,Apple Cash,Deposit,,0.12,,Shared
2026-01-22,Bank of America,Transfer,CASHBACK DEBIT (...3359),"ACH Deposit From Bank of America, NA",,4000.00,,Shared
2026-01-22,Apple,Shopping,Apple Card,Apple,,-3.98,,Shared
2026-01-22,365 Retail Markets,Restaurants & Bars,Apple Card,365 Market K 888 432-3,,-2.47,,Shared
2026-01-22,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,3500.00,,Shared
2026-01-22,Deposit,Other Income,Apple Cash,Deposit,,0.48,,Shared
2026-01-22,Transfer,Transfer,Apple Cash,Transfer,,-65.00,,Shared
2026-01-21,Apple Pay,Transfer,CASHBACK DEBIT (...3359),APPLE CASH SENT,,-52.70,,Shared
2026-01-21,Toyota,Auto Payment,CASHBACK DEBIT (...3359),ACH Withdrawal TOYOTA ACH RTL 01192026,,-1019.19,,Shared
2026-01-21,Deposit,Other Income,Apple Cash,Deposit,,0.63,,Shared
2026-01-21,Conoco,Gas,Apple Card,Conoco,,-48.34,,Shared
2026-01-20,Check #165,Check,CASHBACK DEBIT (...3359),Check              165,,-390.00,,Shared
2026-01-20,Freddy's Frozen Custard,Restaurants & Bars,Apple Card,Freddy's Frozen Custard & Steakburgers,,-16.03,,Shared
2026-01-19,Deposit,Other Income,Apple Cash,Deposit,,0.15,,Shared
2026-01-19,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-15.44,,Shared
2026-01-18,Apple,Shopping,Apple Card,Apple,,-2.04,,Shared
2026-01-18,Walmart,Shopping,Apple Card,Walmart,,-62.80,,Shared
2026-01-18,Apple,Shopping,Apple Card,Apple,,-11.81,,Shared
2026-01-18,Walmart,Groceries,Apple Card,Wm Supercenter #2892,,-239.00,,Shared
2026-01-17,Waterway Billin,Water,CASHBACK DEBIT (...3359),WATERWAY BILLIN,,-37.00,,Shared
2026-01-17,Apple Services,Shopping,Apple Card,Apple Services,,-9.99,,Shared
2026-01-17,Deposit,Other Income,Apple Cash,Deposit,,0.36,,Shared
2026-01-16,Uber Eats,Restaurants & Bars,Apple Card,Uber Eats,,-126.31,,Shared
2026-01-16,Deposit,Other Income,Apple Cash,Deposit,,0.45,,Shared
2026-01-16,Deposit,Other Income,Apple Cash,Deposit,,0.26,,Shared
2026-01-15,Raising Cane's,Restaurants & Bars,Apple Card,Raising Cane's Chicken Fingers,,-18.15,,Shared
2026-01-15,E-470 Public Highway Authority,Parking & Tolls,Apple Card,E 470 Express Tolls,,-25.50,,Shared
2026-01-15,Deposit,Other Income,Apple Cash,Deposit,,2.63,,Shared
2026-01-14,Cava Highlands,Restaurants & Bars,Apple Card,10110 Cava Highlands,,-14.91,,Shared
2026-01-14,Deposit,Other Income,Apple Cash,Deposit,,0.47,,Shared
2026-01-14,State Farm,Insurance,Apple Card,State Farm,,-262.80,,Shared
2026-01-14,Xcel Energy,Gas & Electric,CASHBACK DEBIT (...3359),ACH Withdrawal XCEL ENERGY-PSCO XCELENERGY,,-254.67,,Shared
2026-01-14,Walmart,Shopping,Apple Card,Walmart,,-45.36,,Shared
2026-01-14,Deposit,Other Income,Apple Cash,Deposit,,0.42,,Shared
2026-01-13,Paddlers Cove,Loan Repayment,CASHBACK DEBIT (...3359),ACH Withdrawal Paddlers Cove Pr L6543713,,-250.00,,Shared
2026-01-13,Real Property Management,Other Income,CASHBACK DEBIT (...3359),ACH Deposit SIGONFILE From Real Property Ma,,2695.50,,Shared
2026-01-13,Phillips 66,Gas,Apple Card,Phillips 66,,-47.09,,Shared
2026-01-12,Check #162,Check,CASHBACK DEBIT (...3359),Check              162,,-130.00,,Shared
2026-01-12,Deposit,Other Income,Apple Cash,Deposit,,0.11,,Shared
2026-01-12,Deposit,Other Income,Apple Cash,Deposit,,0.23,,Shared
2026-01-12,Deposit,Other Income,Apple Cash,Deposit,,0.51,,Shared
2026-01-12,Raising Cane's,Restaurants & Bars,Apple Card,Raising Cane's Chicken Fingers,,-20.87,,Shared
2026-01-11,Nutrition,Uncategorized,CASHBACK DEBIT (...3359),DCSD NUTRITION,,-20.00,,Shared
2026-01-11,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-10.89,,Shared
2026-01-11,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-22.82,,Shared
2026-01-11,Circle K,Gas,Apple Card,Circle K,,-51.33,,Shared
2026-01-11,Deposit,Other Income,Apple Cash,Deposit,,0.29,,Shared
2026-01-11,Deposit,Other Income,Apple Cash,Deposit,,0.53,,Shared
2026-01-10,McDonald's,Restaurants & Bars,Apple Card,McDonald's,,-14.45,,Shared
2026-01-10,Deposit,Other Income,Apple Cash,Deposit,,0.03,,Shared
2026-01-09,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-52.75,,Shared
2026-01-09,Apple,Shopping,Apple Card,Apple,,-0.99,,Shared
2026-01-09,Target,Shopping,CASHBACK DEBIT (...3359),ACH Withdrawal TARGET DEBIT CRD ACH TRAN 5S0102 TARGET 2716                 HIGHLANDS RAN   CO,,-42.05,,Shared
2026-01-07,Deposit,Other Income,Apple Cash,Deposit,,0.69,,Shared
2026-01-07,Deposit,Other Income,Apple Cash,Deposit,,1.85,,Shared
2026-01-07,Deposit,Other Income,Apple Cash,Deposit,,0.68,,Shared
2026-01-07,City Market & Deli,Restaurants & Bars,Apple Card,City Market Deli,,-2.15,,Shared
2026-01-07,The Escape Game,Entertainment & Recreation,Apple Card,The Escape Game,,-184.78,,Shared
2026-01-07,Sukiya Ramen,Restaurants & Bars,Apple Card,Sukiya Ramen,,-69.23,,Shared
2026-01-06,Bill Payment,Transfer,Apple Card,Bill Payment,,841.19,,Shared
2026-01-06,Phillips 66,Gas,Apple Card,Phillips 66 - S&s Fu,,-33.77,,Shared
2026-01-06,Deposit,Other Income,Apple Cash,Deposit,,0.72,,Shared
2026-01-05,Cashback,Other Income,CASHBACK DEBIT (...3359),Debit Card Cashback Bonus One-Time Redemption,,4.62,,Shared
2026-01-05,Cashback,Other Income,CASHBACK DEBIT (...3359),Debit Card Cashback Bonus One-Time Redemption,,16.25,,Shared
2026-01-05,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-05,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-100.00,,Shared
2026-01-05,Citi,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CITI CARD ONLINE PAYMENT,,-730.53,,Shared
2026-01-05,Chase,Credit Card Payment,CASHBACK DEBIT (...3359),ACH Withdrawal CHASE CREDIT CRD EPAY,,-593.47,,Shared
2026-01-05,Walmart,Groceries,Apple Card,Walmart,,-71.81,,Shared
2026-01-04,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 6079,,2000.00,,Shared
2026-01-04,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-04,ATM Withdrawal,Cash & ATM,CASHBACK DEBIT (...3359),ATM Withdrawal,,-200.00,,Shared
2026-01-03,Dollar Tree,Shopping,Apple Card,Dollar Tree,,-7.29,,Shared
2026-01-03,Uber,Taxi & Ride Shares,Apple Card,Uber *one Membership,,-9.99,,Shared
2026-01-02,Xfinity,Internet & Cable,CASHBACK DEBIT (...3359),XFINITY MOBILE,,-19.79,,Shared
2026-01-02,Deposit,Other Income,Apple Cash,Deposit,,0.35,,Shared
2026-01-02,Deposit,Other Income,Apple Cash,Deposit,,0.28,,Shared
2026-01-02,Deposit,Other Income,Apple Cash,Deposit,,0.66,,Shared
2026-01-02,Transfer From Checking,Transfer,CASHBACK DEBIT (...3359),Transfer From CHECKING 2481,,3000.00,,Shared
2026-01-02,Sierra Ridge Met Payment,Rent,CASHBACK DEBIT (...3359),ACH Withdrawal SIERRA RIDGE MET    PAYMENT,,-188.50,,Shared
2026-01-02,ServiceMac,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal SERVICEMAC PMT MTGE PAYMT,,-4813.80,,Shared
2026-01-02,Utility,Water,CASHBACK DEBIT (...3359),ACH Withdrawal PWSD UTILITY,,-97.19,,Shared
2026-01-02,Mr. Cooper,Mortgage,CASHBACK DEBIT (...3359),ACH Withdrawal NSM DBAMR.COOPER NSM DBAMR,,-3735.85,,Shared
2026-01-02,Apple Pay,Transfer,CASHBACK DEBIT (...3359),ACH Deposit From APPLE CASH BANK XFER,,15.73,,Shared
2026-01-01,Affirm,Shopping,CASHBACK DEBIT (...3359),SP+AFF* GUARDIA,,-129.04,,Shared
2026-01-01,Konark Grocers,Groceries,Apple Card,Konark Grocers,,-35.00,,Shared
2026-01-01,Withdrawal,Cash & ATM,Apple Cash,Withdrawal,,-15.73,,Shared
